id	molecular_formula	name	inchi	inchi_key
C19869	C32H44O14	beta-D-Gentiobiosyl crocetin		
C19870	C88H142O35P2	"4,6-CH3(COO-)C-D-Man-beta-(1->4)-D-GlcA-beta-(1->2)-D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol"		
C19871	C20H24MoN10O15P2S2	Guanylyl molybdenum cofactor		
C19872	C7H10N4O	N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine		
C19873	C28H48O6	26-Hydroxycastasterone		
C19874	C28H48O7	26-Hydroxybrassinolide		
C19875	C92H166N2O44P2	alpha-Kdo-(2->8)-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA		
C19876	C100H178N2O51P2	alpha-Kdo-(2->8)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA		
C19877	C76H143N2O33P3	4-O-Phospho-alpha-Kdo-(2->6)-lipid IVA		
C19878	C7H15O10P	D-glycero-alpha-D-manno-Heptose 7-phosphate		
C19879	C7H16O13P2	"D-glycero-alpha-D-manno-Heptose 1,7-bisphosphate"		
C19880	C7H15O10P	D-glycero-alpha-D-manno-Heptose 1-phosphate		
C19881	C17H27N5O17P2	GDP-D-glycero-alpha-D-manno-heptose		
C19882	C7H15O10P	D-glycero-D-manno-Heptose 7-phosphate		
C19883	C89H163N3O40P2	alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[4-P-L-Ara4N]-lipid IVA		
C19884	C73H139N3O26P2	Lipid IIA		
C19885	C5H8NO4R	alpha-Aminoadipate carrier protein LysW		
C19886	C11H17N2O7R	LysW-gamma-L-alpha-aminoadipate		
C19887	C11H18N2O10PR	LysW-gamma-L-alpha-aminoadipyl 6-phosphate		
C19888	C11H17N2O6R	LysW-gamma-L-alpha-aminoadipate 6-semialdehyde		
C19889	C11H20N3O5R	LysW-gamma-L-lysine		
C19890	C115H211N3O42P2	alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[4-P-L-Ara4N]-lipid A		
C19891	C6H12O6	1D-chiro-Inositol		
C19892	C35H46O	"4'-Apo-beta,psi-caroten-4'-al"		
C19893	C15H26O	10-epi-gamma-Eudesmol		
C19894	C40H60O2	"1,1'-Dihydroxy-1,1',2,2'-tetrahydrolycopene"		
C19895	C16H14O3	4'-Methoxyflavanone		
C19896	C15H12O3	4'-Hydroxyflavanone		
C19897	C11H11N5O2	Debromohymenialdisine		
C19898	C36H44N4O	Manzamine A		
C19899	C45H68N6O9	Dolastatin 15		
C19900	C27H40O4	12-epi-Scalaradial		
C19901	C25H38O3	Luffariellolide		
C19902	C29H48O7	Contignasterol		
C19903	C41H60O9	Lasonolide A		
C19904	C20H29NO5S	Latrunculin B		
C19905	C19H20N2O2	DMXB-A		
C19906		omega-Conotoxin		
C19907	C4H5N	Pyrrole		
C19908	C15H24	(+)-beta-Chamigrene		
C19909	C11H19NO9	N-Acetyl-alpha-neuraminate		
C19910	C11H19NO9	N-Acetyl-beta-neuraminate		
C19911	C4H7NO4	Iminodiacetate		
C19912	C25H41NO7PR2	N-Arachidonoyl-phosphatidylethanolamine		
C19913	C22H37NO5P	Phospho-anandamide		
C19914	C21H39NO6	Myriocin		
C19915	C5H4N2O2	Pyrazinoic acid		
C19916	C10H15Br2Cl3	Halomon		
C19917	C31H45N3O4S	Pateamine		
C19918	C30H50O	Parkeol		
C19919	C20H19N4. Cl	Safranin		
C19920	C40H54O2	Diatoxanthin		
C19921	C40H54O3	Diadinoxanthin		
C19922		Cytochrome c-554		
C19923		Cytochrome P-460		
C19924		Membrane-associated cytochrome c-552		
C19925		Cytochrome c-550		
C19926		Pseudoazurin		
C19927		Cytochrome b		
C19928	C20H24N10O13P2S2	Molybdopterin guanine dinucleotide		
C19929	C6H12N2O3	"N(alpha)-Acetyl-L-2,4-diaminobutyrate"		
C19930	C8H15O3PS	tert-Butylbicyclophosphorothionate		
C19931	C21H24N2O3	Raucaffrinoline		
C19932	C21H22N2O3	Perakine		
C19933	C18H24O4	Prosolanapyrone II		
C19934	C18H22O4	Prosolanapyrone III		
C19935	N3	Azide		
C19936	C18H30O4	"(9R,10E,12Z,15Z)-9-Hydroperoxyoctadeca-10,12,15-trienoate"		
C19937	C18H32O4	"(8E,10R,12Z)-10-Hydroperoxy-8,12-octadecadienoate"		
C19938	C15H24O	Pentalen-13-ol		
C19939	C15H22O	Pentalen-13-al		
C19940		Ferredoxin N		
C19941		FdI		
C19942	C30H50O2	11alpha-Hydroxy-beta-amyrin		
C19943	C30H48O2	11-Oxo-beta-amyrin		
C19944	C19H24O3	"3-Hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione"		
C19945	C29H44N7O20P3S	"3-Oxo-5,6-dehydrosuberyl-CoA"		
C19946	C29H44N7O19P3S	"3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde"		
C19947	C16H27N3O14P2	"dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose"		
C19948	C18H31N3O14P2	"dTDP-3-dimethylamino-3,6-dideoxy-alpha-D-galactopyranose"		
C19949	C13H14N2O7	Acromelic acid A		
C19950	C19H31NO2	Samandarine		
C19951	C19H29NO2	Samandarone		
C19952	C22H32O8	HT-2 Toxin		
C19953	C29H35NO5	Cytochalasin A		
C19954	C29H37NO5	Cytochalasin B		
C19955	C36H45ClN6O12	Phomopsin A		
C19956	C15H22O6	Neoilludin A		
C19957	C39H65NO11	Fasciculol E		
C19958	C39H65NO11	Fasciculol F		
C19959	C10H8N2O6	Orellanine		
C19960	C16H24N2O15P2	dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose		
C19961	C17H28N4O15P2	"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine"		
C19962	C20H30O	13-cis-Retinol		
C19963	C20H34O	Tuberculosinol		
C19964	C20H34O	(13S)-Isotuberculosinol		
C19965	C24H38O20	beta-D-4-Deoxy-Delta4-GlcA-(1->4)-beta-D-Glc-(1->4)-alpha-L-Rha-(1->3)-D-Glc		
C19966	C18H32O15	beta-D-Glc-(1->4)-alpha-L-Rha-(1->3)-D-Glc		
C19967	C10H16N5O14P3	8-Oxo-dGTP		
C19968	C10H14N5O8P	8-Oxo-dGMP		
C19969	C10H16N5O13P3	2-Hydroxy-dATP		
C19970	C10H14N5O7P	2-Hydroxy-dAMP		
C19971	C19H30N4O16P2	"UDP-2,4-bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose"		
C19972	C10H18N2O5	"2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose"		
C19973	C15H24	(+)-beta-Caryophyllene		
C19974	C15H26O	(+)-Caryolan-1-ol		
C19975	C29H42N7O18P3S	2-Oxepin-2(3H)-ylideneacetyl-CoA		
C19976	C10H17NO6	Valinopine		
C19977	C11H14N2O6	Clitidine		
C19978	C36H22O17	Sclerocitrin		
C19979	C19H14O6	Ustalic acid		
C19980	C19H19NO4	Domesticine		
C19981	C21H23NO6	Gloriosine		
C19982	C19H24N2O3	Gelsedine		
C19983	C8H17NO	Conhydrine		
C19984	C32H48O9	Cerberin		
C19985	C20H21NO4	Nantenine		
C19986	C35H52O15	Convalloside		
C19987	C32H48O9	Oleandrin		
C19988	C23H32O6	Strophanthidin		
C19989	C33H45NO8	Taxine B		
C19990	C25H41NO9	Aconine		
C19991	C33H44O9	Euphornin		
C19992	C24H36O8	Rhodojaponin I		
C19993	C17H24O2	Virol A		
C19994	C17H26O2	Virol B		
C19995	C49H75N13O12	Microcystin RR		
C19996	C46H68N10O12	Microcystin RA		
C19997	C52H72N10O13	Microcystin YR		
C19998	C7H17N4O4P	Anatoxin a(s)		
C19999	C15H21N5O7S	Cylindrospermopsin		
C20000	C17H24O3	Onchidal		
C20001	C57H82O16	CTX 3C		
C20002	C60H84O16	Ciguatoxin 4A		
C20003	C62H92O19	Caribbean ciguatoxin 1		
C20004	C43H64O11	Gambierol		
C20005	C66H104O30S3	Dinophysistoxin 4		
C20006	C44H68O13S	Acanthifolicin		
C20007	C33H52O11	Caribenolide I		
C20008	C42H70O17S	Hoffmanniolide		
C20009	C29H46O7	Iriomoteolide 1a		
C20010	C34H36Cl2N6O5S	Anatibant		
C20011	C56H84O21S2	Homoyessotoxin		
C20012	C47H70O14	Pectenotoxin 2		
C20013	C52H75NO17S	Brevetoxin B1		
C20014	C53H79NO17S	Brevetoxin B2		
C20015	C49H69ClO14	Brevetoxin C		
C20016	C28H42O7	Hemibrevetoxin B		
C20017	C29H36O9	Satratoxin H		
C20018	C10H17N7O7S	Gonyautoxin 5		
C20019	C10H17N7O8S	Gonyautoxin 6		
C20020	C10H17N7O11S2	Gonyautoxin 8		
C20021	C9H16N6O3	Decarbamoylsaxitoxin		
C20022	C9H16N6O8S	Decarbamoylgonyautoxin 1		
C20023	C56H85NO13	Prorocentrolide		
C20024	C56H85NO17S	Prorocentrolide B		
C20025	C32H45NO4	Gymnodimine		
C20026	C11H17N3O7	11-Deoxytetrodotoxin		
C20027	C15H21NO6	Isodomoic acid A		
C20028	C127H219N3O53	Ostreocin D		
C20029	C54H85N13O15S	Eledoisin		
C20030	C40H50N8O10	Dermorphin		
C20031	C16H29NO	Pumiliotoxin 251D		
C20032	C24H35NO5	Batrachotoxinin A		
C20033	C19H33NO2	Pumiliotoxin A		
C20034	C16H29NO2	Allopumiliotoxin 267A		
C20035	C24H32O6	Arenobufagin		
C20036	C24H32O5	Marinobufagenin		
C20037	C338H529N97O105S11	alpha-Bungarotoxin		
C20038		beta-Bungarotoxin		
C20039		Dendrotoxin		
C20040		Fasciculin		
C20041	C299H476N90O87S10	Calciseptine		
C20042	C299H485N79O77S10	Cardiotoxin III		
C20043		Taicatoxin		
C20044	C17H22O2	Enanthotoxin		
C20045	C27H33N3O7	Verruculogen		
C20046	C22H20O8	Mollicellin C		
C20047		Adolapin		
C20048	C79H131N31O24S4	Apamine		
C20049		Mast cell degranulating peptide		
C20050	C60H92N20O14	Polisteskinin JT		
C20051		Mandaratoxin		
C20052	C23H41N5O3	Philanthotoxin		
C20053	C106H180N34O23S5	Tertiapin		
C20054		alpha-Latrotoxin		
C20055	C179H274N50O55S7	Iberiotoxin		
C20056	C169H284N52O47S7	Agitoxin 1		
C20057	C178H286N52O50S7	Margatoxin		
C20058	C142H243N45O39S7	Leiurotoxin I		
C20059	C22H33NO2	Samandenone		
C20060	C54H74N2O10	Cephalostatin 1		
C20061	C54H76N2O10	Ritterazine A		
C20062	C29H42N7O18P3S	"2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA"		
C20063		Bestoxin		
C20064	C105H156N38O36S4	kappa-Hefutoxin 1		
C20065	C145H232N46O46S8	Maurotoxin		
C20066	C177H281N47O50S7	Slotoxin		
C20067		Stromatoxin 1		
C20068		Abrin		
C20069	C176H277N57O55S7	Charybdotoxin		
C20070	C37H44ClNO6	Penitrem A		
C20073	C20H14O4	Xestoquinone		
C20077		Megascoliakinin		
C20078		alpha-Pompilidotoxin		
C20079		beta-Pompilidotoxin		
C20080		Bombolitin I		
C20081		Vespakinin M		
C20082	C13H22N2O8	Pseudaminic acid		
C20083	C22H34N5O15P	CMP-pseudaminic acid		
C20084	C88H140N20O37	Contulakin G		
C20085		Botrocetin		
C20086		Crotalase		
C20087		Crotalocytin		
C20088	C217H341N71O74S9	Echistatin		
C20089		Gabonase		
C20090		Toxin omega-Aga-IA		
C20091		Toxin omega-Aga-IIIA		
C20092		Toxin omega-Aga-IVA		
C20093	C36H63N12O6	Argiopinin I		
C20094	C35H60N12O6	Argiopinin II		
C20095	C31H53N11O5	Argiopinin III		
C20096	C36H63N12O5	Pseudoargiopinin I		
C20097	C19H27N5O3	Pseudoargiopinin III		
C20098		Cupiennin 1a		
C20099		Cupiennin 1b		
C20100		Jingzhaotoxin I		
C20101		Jingzhaotoxin III		
C20102		Jingzhaotoxin V		
C20103		Latarcin 1		
C20104		Latarcin 2a		
C20105		Latarcin 3a		
C20106		Lycocitin 1		
C20107		Lycocitin 2		
C20108		Lycocitin 3		
C20109	C135H224N38O29	Lycotoxin I		
C20110	C149H245N39O35S2	Lycotoxin II		
C20111		Oxyopinin 1		
C20112		Oxyopinin 2a		
C20113		Phrixotoxin 1		
C20114		Phrixotoxin 2		
C20115		Agelenin		
C20116		Hanatoxin 1		
C20117		Huwentoxin-XI		
C20118	C206H313N59O59S9	Robustoxin		
C20119	C11H15N5O6SR4(C2H2NOR)n	Protein-cysteine		
C20120	C26H39N5O6SR4(C2H2NOR)n	S-Farnesyl protein		
C20121	C15H27O4P	"trans,trans-Farnesyl phosphate"		
C20122	C21H13N	"Dibenz[c,h]acridine"		
C20123	C2H2Br2O2	Dibromoacetic acid		
C20124	C16H10S	"Benzo[b]naphtho[2,1-d]thiophene"		
C20125	C12H8S	Dibenzothiophene		
C20126	C11H13NO3	Methylone		
C20127	C11H14N2	alpha-Methyltryptamine		
C20128	C16H28O	Bombykal		
C20129	C19H16O4	(S)-Warfarin		
C20130	C12H14N2O2	(S)-Mephenytoin		
C20131	C10H20NO4	Aclatonium		
C20132	C24H27NO7	Platensimycin		
C20133	C17H18O4	Sugiresinol		
C20134	C25H32ClNO6	19-Chloroproansamitocin		
C20135	C26H34ClNO6	20-O-Methyl-19-chloroproansamitocin		
C20136	C27H35ClN2O7	N-Demethyl-desepoxymaytansinol		
C20137	C31H41ClN2O8	N-Demethyl-desepoxyansamitocin P-3		
C20138	C31H41ClN2O9	N-Demethylansamitocin P-3		
C20139	C37H51ClN2O14	Ansamitocinoside P-3		
C20140	C38H52ClN3O15	4''-O-Carbamoyl ansamitocinoside P-3		
C20141	C13H9N	Acridine		
C20142	C13H9NO	Acridone		
C20143	C27H44O2	(25S)-26-Hydroxycholest-4-en-3-one		
C20144	C19H24O2	"Androsta-1,4-diene-3,17-dione"		
C20145	C20H32	ent-Isokaurene		
C20146	C20H32O	ent-2alpha-Hydroxyisokaurene		
C20147	C20H32O	"9beta-Pimara-7,15-dien-19-ol"		
C20148	C20H30O	"9beta-Pimara-7,15-dien-19-al"		
C20149	C20H30O2	"9beta-Pimara-7,15-dien-19-oate"		
C20150	C20H32O	"ent-11beta-Hydroxycassa-12,15-diene"		
C20151	C22H34O4	"10beta,14beta-Dihydroxytaxa-4(20),11-dien-5alpha-yl acetate"		
C20152	C28H40O8	Taxusin		
C20153	C28H40O9	7beta-Hydroxytaxusin		
C20154	C15H14O3	"3-Methoxy-4',5-dihydroxy-trans-stilbene"		
C20155	C5H5N5O2	8-Oxoguanine		
C20156	C18H29N3O15P2	"dTDP-3-acetamido-3,6-dideoxy-alpha-D-galactopyranose"		
C20157	C11H8N2	beta-Carboline		
C20158	C20H34O	"(13E)-Labda-7,13-dien-15-ol"		
C20159	C15H24	7-epi-alpha-Selinene		
C20160	C50H67N11O11S2	CTOP		
C20161	C15H24	alpha-Guaiene		
C20162	C15H24	Viridiflorene		
C20163	C15H24	5-epi-alpha-Selinene		
C20164	C30H39N5O7S2	DPDPE		
C20165	C33H46N6O10	DSLET		
C20166	C26H25NO4	Naltriben		
C20167	C27H27NO4	7-Benzylidenenaltrexone		
C20168	C23H24N2O	(-)TAN-67		
C20169	C23H24N2O	(+)TAN-67		
C20170	C8H5NOS	Benzoyl isothiocyanate		
C20171	C16H13N3O4	Icilin		
C20172	C15H26O	Cubebol		
C20173	C15H24	(+)-gamma-Cadinene		
C20174	C15H24	delta-Guaiene		
C20175	C15H24	Bicyclogermacrene		
C20176	C10H15N5O11P2	8-Oxo-dGDP		
C20177	C15H24	7-epi-Sesquithujene		
C20178	C15H24	Sesquithujene		
C20179	C15H24	gamma-Curcumene		
C20180	C15H24	(-)-alpha-Cuprenene		
C20181	C15H26O	Avermitilol		
C20182	C15H24	(-)-delta-Cadinene		
C20183	C11H18N5O11P2	N7-Methylguanosine 5'-diphosphate		
C20184	C15H26O	(+)-T-Muurolol		
C20185	C20H32	"(12E)-9alpha-Labda-8(17),12,14-triene"		
C20186	C18H32O4	"5S,8R-DiHODE"		
C20187	C30H50O	Achilleol B		
C20188	C30H50O	Glutinol		
C20189	C30H50O	Baccharis oxide		
C20190	C20H30N10O25P6	"P1,P6-Bis(5'-adenosyl)hexaphosphate"		
C20191	C30H50O	alpha-seco-Amyrin		
C20192	C30H50O	Marneral		
C20193	C30H50O	beta-seco-Amyrin		
C20194	C30H50O	delta-Amyrin		
C20195	C30H50O	"Tirucalla-7,24-dien-3beta-ol"		
C20196	C23H28O8	Salvinorin A		
C20197	C22H30O6	Prostratin		
C20198	C10H18N5O19P5	Adenosine 5'-pentaphosphate		
C20199	C13H18O4	"3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate"		
C20200	C30H50O	Baruol		
C20201	C18H22O4	(-)-Solanapyrone A		
C20202	C35H43N7O2	BRACO-19		
C20203	C18H26O4	Capsiate		
C20204	C6H11NO2S	Entadamide A		
C20205	C22H28O5	Tanabalin		
C20206	C25H32O8	Albaspidin BB		
C20207	C13H16O5	Grandinol		
C20208	C20H30O2	syn-Stemoden-19-oate		
C20209	C7H4O7	Meconic acid		
C20210	C11H10O4	Eugenin		
C20211	C20H24O3	Yakuchinone A		
C20212	C20H30O3	Steviol		
C20213	C35H64O7	Annonacin		
C20214	C20H30O5	Andrographolide		
C20215	C19H29NO3	Homocapsaicin		
C20216	C17H27NO3	Nordihydrocapsaicin		
C20217	C19H26O2	Cannabidivarin		
C20218	C21H30O3	Cannabielsoin		
C20219	C21H32O2	Cannabigerol		
C20220	C22H21Cl2IN4O	AM251		
C20221	C10H16O2	(6E)-8-Oxolinalool		
C20222	C10H16O2	(6E)-8-Hydroxygeranial		
C20223	C10H16O2	(6E)-8-Oxogeraniol		
C20224	C11H11O4R	Coniferyl ester		
C20225	C12H14O4	Coniferyl acetate		
C20226	C14H10O2	Benzil		
C20227	C14H12O2	(S)-Benzoin		
C20228	C14H12O2	(R)-Benzoin		
C20229	C15H24O	10-Hydroxy-alpha-humulene		
C20230	C10H16	(+)-Sabinene		
C20231	C4H6N2O4	(Z)-3-Ureidoacrylate peracid		
C20232	C5H8N2O4	(Z)-2-Methylureidoacrylate peracid		
C20233	C15H24N2O2	17-Hydroxylupanine		
C20234	C7H13N3O3	5-Guanidino-3-methyl-2-oxopentanoate		
C20235	C11H22O7P2	(E)-2-Methylgeranyl diphosphate		
C20236	C12H22O11	4-O-beta-D-Mannopyranosyl-D-glucopyranose		
C20237	C12H23O14P	alpha-Maltose 1-phosphate		
C20238	C26H42N7O19P3S	(2R)-Ethylmalonyl-CoA		
C20239	C7H9N5O3	"6-Carboxy-5,6,7,8-tetrahydropterin"		
C20240	C6H8O3	"(2Z,4Z)-2-Hydroxyhexa-2,4-dienoate"		
C20241	C10H16	Tricyclene		
C20242	C10H16	(-)-Sabinene		
C20243	C11H20O	2-Methylisoborneol		
C20244	C10H16	(+)-beta-Pinene		
C20245	C17H28N3O20P3	UDP-N-acetyl-alpha-D-glucosamine 3'-phosphate		
C20246	C7H10NO6PS	"2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate"		
C20247	C7H10NO6PS	2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate		
C20248	C7H6N4O3	7-Carboxy-7-carbaguanine		
C20249	C3H5NO3	(Z)-3-Peroxyaminoacrylate		
C20250	C4H7NO3	(Z)-2-Methylperoxyaminoacrylate		
C20251	C6H10O6	1-Keto-D-chiro-inositol		
C20252	C19H26O2	"5-Androstene-3,17-dione"		
C20253	C3H5NO2	Aminoacrylate		
C20254	C4H6N2O3	Ureidoacrylate		
C20255	C4H7NO2	Methylaminoacrylate		
C20256	C5H8N2O3	Methylureidoacrylate		
C20258	C7H9NO5	"(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate"		
C20259	C35H48ClN3O10S	Mertansine		
C20260	C10H16O	(+)-Thujan-3-one		
C20261	C10H18O	(+)-Thujan-3-ol		
C20262	C15H22O	Zerumbone		
C20263	C9H13N5O3	"L-threo-7,8-Dihydrobiopterin"		
C20264	C9H15N5O3	L-threo-Tetrahydrobiopterin		
C20265	C16H16O3(C5H8)n	"2,3-Epoxymenaquinone"		
C20266	C21H27N5	AMD 070		
C20267	C6H10N4	4-Amino-5-aminomethyl-2-methylpyrimidine		
C20268	C18H20O5	Combretastatin A-4		
C20269	C10H10O2	Eugenol quinone methide		
C20270	C20H38O8P2	Copal-8-ol diphosphate		
C20271	C10H14O3	"[(1R)-2,2,3-Trimethyl-5-oxocyclopent-3-enyl]acetate"		
C20272	C15H24	alpha-Muurolene		
C20273	C15H24	gamma-Muurolene		
C20274	C15H24	beta-Copaene		
C20275	C15H24	(+)-Sativene		
C20276	C35H56	Tetraprenyl-beta-curcumene		
C20277	C6H14N2O2	"(2R,3R)-3-Methylornithine"		
C20278	C12H26N4O3	"(2R,3R)-3-Methylornithinyl-N6-lysine"		
C20279	C12H23N3O4	"(2R,3R)-3-Methylglutamyl-5-semialdehyde-N6-lysine"		
C20280	C16H12N2O2	"1-Phenylazo-2,6-dihydroxynaphthalene"		
C20281	C16H12N2O2	1-(4-Hydroxyphenylazo)-2-naphthol		
C20282	C16H12N2O3	"1-(4-Hydroxyphenylazo)-naphthalene-2,6-diol"		
C20283	C16H12N2O3	"1-(3,4-Dihydroxyphenylazo)-2-naphthol"		
C20284	C6H5N2	Benzenediazonium		
C20285	C14H13NO	4-Acetylaminobiphenyl		
C20286	C13H12N4O	"2-Hydroxyamino-1-methyl-6-phenylimidazo[4,5-b]pyridine"		
C20287	C15H14N4O2	"2-Acetoxyamino-1-methyl-6-phenylimidazo[4,5-b]pyridine"		
C20288	C13H12N4O4S	N-Sulfonyloxy-PhIP		
C20289	C11H10N4O	N-Hydroxy-IQ		
C20290	C13H12N4O2	N-Acetoxy-IQ		
C20291	C11H11N5O	N-Hydroxy-MeIQx		
C20292	C4H12N	Tetramethylammonium		
C20293	C13H13N5O2	N-Acetoxy-MeIQx		
C20294	Cr	Chromium (V)		
C20295	Cr	Chromium (IV)		
C20296	As	Arsenic (V)		
C20297	C22H25NO7	Narcotine hemiacetal		
C20298	As	Arsenic (III)		
C20299	C22H25NO7	Papaveroxine		
C20300	C2H7AsO	Dimethylarsinous acid		
C20301	C2H6N2O2	alpha-Hydroxy-NDMA		
C20302	CH3N2	Methyldiazonium ion		
C20303	C2H3ClO	Chloroethylene oxide		
C20304	C12H20ClN3O6S	S-(2-Chloroethyl)glutathione		
C20305	C2H4Cl2O	"1,2-Dichloroethanol"		
C20306	CH4N2O	Methyldiazohydroxide		
C20307	C15H24O	Artemisinic alcohol		
C20308	C15H22O	Artemisinic aldehyde		
C20309	C15H22O2	Artemisinate		
C20310	C6H13NO3	N-Hydroxy-L-isoleucine		
C20311	C6H13NO4	"N,N-Dihydroxy-L-isoleucine"		
C20312	C5H11NO	(Z)-2-Methylbutanal oxime		
C20313	C5H11NO3	N-Hydroxy-L-valine		
C20314	C5H11NO4	"N,N-Dihydroxy-L-valine"		
C20315	C4H9NO	(Z)-2-Methylpropanal oxime		
C20316	C12H9NO	4-Nitrosobiphenyl		
C20317	C5H7Cl2NO2S	"S-(1,2-Dichlorovinyl)-L-cysteine"		
C20318	C2H2Cl2S	"S-(1,2-Dichlorovinyl)thiol"		
C20319	C12H10NO	Hydronitroxide radical		
C20320	C10H14O2	"Bornane-2,6-dione"		
C20321	C31H48N7O19P3S	"[(2R)-3,3,4-Trimethyl-6-oxo-3,6-dihydro-1H-pyran-2-yl]acetyl-CoA"		
C20322	C10H16O2	(+)-6-exo-Hydroxycamphor		
C20323	C10H16O2	(+)-6-endo-Hydroxycamphor		
C20324	C10H16O3	"[(1S)-4-Hydroxy-2,2,3-trimethylcyclopent-3-enyl]acetate"		
C20325	C15H24O	(11R)-Dihydroartemisinic aldehyde		
C20326	C10H18O2	"2-exo-Hydroxy-1,8-cineole"		
C20327	C10H10O3	2-Oxo-4-phenylbutyric acid		
C20328	C8H15NO6	N-Acetyl-alpha-D-glucosamine		
C20329	C20H32O2	"Abieta-7,13-dien-18,18-diol"		
C20330	C6H14N4O3	L-Hydroxyarginine		
C20331	C40H56O	"beta-Carotene-15,15'-epoxide"		
C20332	C40H58O2	"15,15'-Dihydroxy-beta-carotene"		
C20333	C14H22N2O10	N2-Citryl-N6-acetyl-N6-hydroxy-L-lysine		
C20334	C6H14O3	"1,2,6-Hexanetriol"		
C20335	C4H10O2	"1,3-Butanediol"		
C20336	C37H34N2O9S3. 2NH4	Alphazurine FG		
C20337	C28H20N2O8S2. 2Na	Alizarin cyanin green		
C20338	C20H42O	2-Octyl dodecanol		
C20339	C4H9NO	"N,N-Dimethylacetamide"		
C20340	C24H42O7	"L-Ascorbic acid, 6-octadecanoate"		
C20341	C4H4O5. 2Na	Disodium malate		
C20342	C11H14O3	Isobutylparaben		
C20343	C10H12O3	Isopropylparaben		
C20344	C20H11N2O10S3. 3Na	New coccine		
C20345	C5H11O4P	Isopentenyl phosphate		
C20346	C16H11N3O7S2. 2Na	C.I. Acid red 33		
C20347	C20H2Cl4I4O5. 2Na	Rose bengal		
C20348	C27H29N2O7S2. Na	Lissamine rhodamine B		
C20349	C18H9NO8S2. 2Na	Quinoline yellow WS		
C20350	C12H25N3O7	2'-Deamino-2'-hydroxyneamine		
C20351	C12H22N2O8	2'-Deamino-2'-hydroxy-6'-dehydroparomamine		
C20352	C55H92O11P2	"trans,octacis-Decaprenylphospho-beta-D-ribofuranose 5-phosphate"		
C20353	C12H24N2O8	2'-Deamino-2'-hydroxyparomamine		
C20354	C12H22O10	3-O-alpha-D-Glucopyranosyl-L-rhamnopyranose		
C20355	C27H50O6	Glyceryl tri(2-ethylhexanoate)		
C20356	C18H36O2	Isooctadecanoic acid		
C20357	C19H30N4O16P2	"UDP-N,N'-Diacetylbacillosamine"		
C20358	C23H28N3O11. 3Na. Ca	Caloxetate trisodium		
C20359	C17H26N4O17P2	"UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate"		
C20360	C4H7O3S. Na	Sodium methallylsulfonate		
C20361	C10H14N2O	Pseudooxynicotine		
C20362	C7H8O3	Ethyl maltol		
C20363	C3H4O3	Ethylene carbonate		
C20364	C6H8O6	Erythorbic acid		
C20365	C28H54O2	Decyl oleate		
C20366	C7H4O5	2-Oxo-3-(5-oxofuran-2-ylidene)propanoate		
C20367	C7H5NO7	"4-Nitro-6-oxohepta-2,4-dienedioate"		
C20368	C55H91O8P	"trans,octacis-Decaprenylphospho-beta-D-ribofuranose"		
C20369	C55H89O8P	"trans,octacis-Decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose"		
C20370	C55H91O8P	"trans,octacis-Decaprenylphospho-beta-D-arabinofuranose"		
C20371	C10H15NO3	Ecgonone methyl ester		
C20372	C6H7O4SR	3-Ketoglutaryl-[acp] methyl ester		
C20373	C6H9O4SR	3-Hydroxyglutaryl-[acp] methyl ester		
C20374	C6H7O3SR	Enoylglutaryl-[acp] methyl ester		
C20375	C6H9O3SR	Glutaryl-[acp] methyl ester		
C20376	C8H11O4SR	3-Ketopimeloyl-[acp] methyl ester		
C20377	C8H13O4SR	3-Hydroxypimeloyl-[acp] methyl ester		
C20378	C8H11O3SR	Enoylpimeloyl-[acp] methyl ester		
C20379	C16H18N2O	Chanoclavine-I aldehyde		
C20380	C17H20O6	Mycophenolate		
C20381	C10H8N2O6	"3,3'-Bipyridine-2,2',5,5',6,6'-hexol"		
C20382	C3H4N2O	Imidazol-2-one		
C20383	C23H28O12	Mycophenolic acid O-acyl-glucuronide		
C20384	C8H12N2O3S	Bisnorbiotin		
C20385	C6H8N2O3S	Tetranorbiotin		
